"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","BuildingAge","Revonated"
"1206",1206,"20","RL",90,14684,"Pave","No Alley","IR1","Lvl","AllPub","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","1Story","7","7","Hip","CompShg","HdBoard","HdBoard","BrkFace",234,"Gd","TA","CBlock","Gd","TA","Mn","ALQ","BLQ",2158,"GasA","Gd","Y","SBrkr",2196,"0","0","2","0","3","1","Gd","7","Typ","1","TA","Attchd","RFn","3",701,"TA","TA","Y",84,70,0,0,0,0,"NoPool","NoFence","None",0,"6","2009","WD","Normal",271900,"29","28"
"1207",1207,"20","RH",69,8900,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story","4","4","Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Rec","Unf",1056,"GasA","TA","Y","SBrkr",1056,"1","0","1","0","2","1","TA","5","Typ","0","NoFirePlc","Detchd","Unf","1",384,"TA","TA","Y",0,42,0,0,0,0,"NoPool","MnPrv","None",0,"11","2006","WD","Normal",107000,"53","53"
"1208",1208,"20","RL",70,9135,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","6","5","Gable","CompShg","VinylSd","VinylSd","BrkFace",120,"Gd","TA","PConc","Gd","TA","Av","GLQ","Unf",1682,"GasA","Ex","Y","SBrkr",1700,"1","0","2","0","3","1","Gd","7","Typ","0","NoFirePlc","Attchd","RFn","2",544,"TA","TA","Y",192,23,0,0,0,0,"NoPool","NoFence","None",0,"5","2006","WD","Normal",200000,"16","16"
"1209",1209,"20","RL",70,7763,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","7","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Rec","BLQ",931,"GasA","TA","Y","SBrkr",1283,"1","0","1","0","3","1","TA","6","Typ","0","NoFirePlc","Detchd","Unf","2",506,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"10","2008","WD","Normal",140000,"57","39"
"1210",1210,"20","RL",85,10182,"Pave","No Alley","IR1","Lvl","AllPub","CulDSac","Gtl","Somerst","RRNn","Norm","1Fam","1Story","8","5","Hip","CompShg","VinylSd","VinylSd","Stone",420,"Gd","TA","PConc","Ex","TA","Mn","GLQ","Unf",1660,"GasA","Ex","Y","SBrkr",1660,"1","0","2","0","3","1","Gd","8","Typ","1","Gd","Attchd","RFn","2",500,"TA","TA","Y",322,50,0,0,0,0,"NoPool","NoFence","None",0,"5","2006","New","Partial",290000,"13","13"
"1211",1211,"60","RL",70,11218,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story","6","5","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","Gd","TA","No","Unf","Unf",1055,"GasA","Ex","Y","SBrkr",1845,"0","0","2","1","3","1","Gd","8","Typ","1","TA","Attchd","RFn","2",462,"TA","TA","Y",635,104,0,0,0,0,"NoPool","GdPrv","Shed",400,"5","2010","WD","Normal",189000,"27","27"
"1212",1212,"50","RL",152,12134,"Pave","No Alley","IR1","Bnk","AllPub","Inside","Mod","Gilbert","Norm","Norm","1Fam","1.5Fin","8","7","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","Wood","Gd","TA","Av","GLQ","Unf",559,"GasA","Gd","Y","SBrkr",1752,"0","0","2","0","4","1","TA","8","Typ","0","NoFirePlc","Basment","RFn","2",492,"TA","TA","Y",325,12,0,0,0,0,"NoPool","NoFence","None",0,"6","2010","WD","Normal",164000,"31","14"
"1213",1213,"30","RL",50,9340,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story","4","6","Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec","Unf",672,"GasA","TA","Y","SBrkr",672,"1","0","1","0","2","1","TA","4","Typ","0","NoFirePlc","Attchd","Unf","1",234,"TA","TA","N",0,113,0,0,0,0,"NoPool","NoFence","None",0,"8","2009","WD","Normal",113000,"78","69"
"1214",1214,"80","RL",69,10246,"Pave","No Alley","IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","SLvl","4","9","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","Gd","Av","GLQ","Unf",648,"GasA","Ex","Y","SBrkr",960,"1","1","0","0","0","1","TA","3","Typ","0","NoFirePlc","Attchd","Unf","1",364,"TA","TA","Y",88,0,0,0,0,0,"NoPool","NoFence","None",0,"5","2006","WD","Normal",145000,"54","18"
"1215",1215,"85","RL",69,10205,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SFoyer","5","5","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ","Unf",925,"GasA","TA","Y","SBrkr",999,"1","0","1","0","3","1","TA","6","Typ","0","NoFirePlc","Attchd","Unf","1",300,"TA","TA","Y",150,72,0,0,0,0,"NoPool","NoFence","None",0,"5","2006","WD","Normal",134500,"57","57"
"1216",1216,"20","RL",99,7094,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story","5","5","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec","LwQ",894,"GasA","TA","Y","SBrkr",894,"0","0","1","0","3","1","TA","5","Typ","0","NoFirePlc","Detchd","RFn","1",384,"TA","TA","Y",0,0,0,0,0,0,"NoPool","MnPrv","None",0,"5","2007","WD","Normal",125000,"53","53"
"1217",1217,"90","RM",68,8930,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","RRAe","Norm","Duplex","1.5Fin","6","5","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","Slab","NoBase","NoBase","NoBase","NoBase","NoBase",0,"GasA","TA","Y","SBrkr",1902,"0","0","2","0","4","2","TA","8","Typ","0","NoFirePlc","Attchd","Unf","2",539,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"4","2010","WD","Normal",112000,"41","41"
"1218",1218,"20","FV",72,8640,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story","8","5","Gable","CompShg","CemntBd","CmentBd","Stone",72,"Gd","TA","PConc","Gd","TA","Mn","GLQ","Unf",1300,"GasA","Ex","Y","SBrkr",1314,"1","0","2","0","3","1","Gd","6","Typ","0","NoFirePlc","Attchd","RFn","2",552,"TA","TA","Y",135,112,0,0,0,0,"NoPool","NoFence","None",0,"9","2009","New","Partial",229456,"10","10"
"1219",1219,"50","RM",52,6240,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","4","5","Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","Slab","NoBase","NoBase","NoBase","NoBase","NoBase",0,"GasA","Gd","N","SBrkr",912,"0","0","1","0","2","1","TA","3","Typ","0","NoFirePlc","NoGarage","NoGarage","0",0,"NoGarage","NoGarage","N",0,0,0,0,0,0,"NoPool","NoFence","None",0,"7","2006","WD","Normal",80500,"72","69"
"1220",1220,"160","RM",21,1680,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story","6","5","Gable","CompShg","CemntBd","CmentBd","BrkFace",236,"TA","TA","CBlock","TA","TA","No","Unf","Unf",672,"GasA","TA","Y","SBrkr",1218,"0","0","1","1","3","1","TA","7","Typ","0","NoFirePlc","NoGarage","NoGarage","0",0,"NoGarage","NoGarage","N",201,0,0,0,0,0,"NoPool","NoFence","None",0,"4","2006","WD","Abnorml",91500,"48","48"
"1221",1221,"20","RL",66,7800,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","5","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec","LwQ",912,"GasA","TA","Y","SBrkr",912,"0","0","1","0","2","1","TA","5","Typ","0","NoFirePlc","Attchd","Unf","1",288,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"11","2006","WD","Abnorml",115000,"55","55"
"1222",1222,"20","RL",55,8250,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story","5","5","Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ","LwQ",952,"GasA","Ex","Y","SBrkr",1211,"0","0","1","0","3","1","TA","5","Typ","1","TA","Attchd","Unf","1",322,"TA","TA","Y",0,63,0,0,0,0,"NoPool","NoFence","None",0,"8","2008","WD","Normal",134000,"51","51"
"1223",1223,"50","RL",78,10496,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin","6","6","Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",320,"TA","TA","CBlock","TA","TA","Mn","Rec","Unf",1040,"GasA","Ex","Y","SBrkr",1846,"0","0","2","0","3","1","TA","7","Typ","1","Gd","Attchd","Unf","1",315,"TA","TA","Y",0,0,0,0,0,0,"NoPool","GdWo","None",0,"1","2007","WD","Normal",143000,"70","69"
"1224",1224,"20","RL",89,10680,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","3","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",44,"TA","TA","CBlock","TA","Fa","No","LwQ","Unf",2136,"GasA","TA","N","FuseA",2136,"0","0","2","0","4","1","TA","7","Mod","0","NoFirePlc","Detchd","Unf","2",528,"TA","TA","Y",0,30,0,0,0,0,"NoPool","MnPrv","None",0,"10","2006","WD","Normal",137900,"68","68"
"1225",1225,"60","RL",60,15384,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story","7","5","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ","Unf",788,"GasA","Ex","Y","SBrkr",1490,"1","0","2","1","3","1","Gd","8","Typ","1","Gd","Attchd","Fin","2",388,"TA","TA","Y",100,75,0,0,0,0,"NoPool","NoFence","None",0,"2","2008","WD","Normal",184000,"15","14"
"1226",1226,"80","RL",65,10482,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl","6","8","Hip","CompShg","VinylSd","VinylSd","BrkFace",63,"TA","Gd","CBlock","TA","TA","Av","GLQ","Unf",588,"GasA","Ex","Y","SBrkr",1138,"0","1","1","0","3","1","TA","6","Typ","0","NoFirePlc","Attchd","RFn","1",264,"TA","TA","Y",224,0,0,0,0,0,"NoPool","MnWw","None",0,"6","2007","WD","Normal",145000,"61","61"
"1227",1227,"60","RL",86,14598,"Pave","No Alley","IR1","Lvl","AllPub","CulDSac","Gtl","Somerst","Feedr","Norm","1Fam","2Story","6","5","Gable","CompShg","VinylSd","VinylSd","Stone",74,"Gd","TA","PConc","Gd","TA","Mn","Unf","Unf",894,"GasA","Ex","Y","SBrkr",1933,"0","0","2","1","4","1","Gd","9","Typ","1","Gd","BuiltIn","Fin","3",668,"TA","TA","Y",100,18,0,0,0,0,"NoPool","NoFence","None",0,"1","2008","WD","Normal",214000,"12","12"
"1228",1228,"20","RL",72,8872,"Pave","No Alley","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","8","Gable","CompShg","VinylSd","VinylSd","BrkFace",300,"TA","TA","CBlock","TA","TA","No","ALQ","Unf",912,"GasA","Ex","Y","SBrkr",912,"1","0","1","0","2","1","Gd","5","Typ","0","NoFirePlc","Detchd","Unf","2",576,"TA","TA","Y",0,240,0,0,0,0,"NoPool","NoFence","None",0,"12","2008","WD","Normal",147000,"54","11"
"1229",1229,"120","RL",65,8769,"Pave","No Alley","Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story","9","5","Hip","CompShg","MetalSd","MetalSd","BrkFace",766,"Ex","TA","PConc","Ex","TA","No","GLQ","Unf",1702,"GasA","Ex","Y","SBrkr",1702,"1","0","1","1","1","1","Ex","7","Typ","1","Gd","Attchd","Fin","3",1052,"TA","TA","Y",0,72,0,0,224,0,"NoPool","NoFence","None",0,"10","2008","New","Partial",367294,"11","11"
"1230",1230,"80","RL",70,7910,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl","5","5","Hip","CompShg","BrkFace","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ","Unf",1075,"GasA","Gd","Y","SBrkr",1507,"0","0","2","0","4","1","TA","7","Maj1","0","NoFirePlc","Basment","Unf","1",404,"TA","TA","Y",0,0,0,0,0,0,"NoPool","GdWo","None",0,"8","2008","WD","Normal",127000,"59","59"
"1231",1231,"90","RL",69,18890,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","RRAe","Duplex","1.5Fin","5","5","Shed","CompShg","Plywood","Plywood","None",1,"TA","TA","CBlock","Gd","TA","No","GLQ","Rec",1361,"GasA","Ex","Y","SBrkr",2620,"0","0","2","2","4","2","TA","12","Typ","1","TA","BuiltIn","RFn","2",600,"TA","TA","N",155,24,145,0,0,0,"NoPool","NoFence","Gar2",8300,"8","2007","WD","Normal",190000,"42","42"
"1232",1232,"90","RL",70,7728,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","Duplex","SLvl","5","6","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",120,"TA","TA","CBlock","TA","TA","Av","ALQ","Unf",1106,"GasA","TA","Y","SBrkr",1190,"1","0","1","0","3","1","TA","6","Typ","0","NoFirePlc","Attchd","Unf","2",540,"TA","TA","Y",0,18,0,0,0,0,"NoPool","GdWo","None",0,"5","2006","WD","Normal",132500,"57","57"
"1233",1233,"90","RL",70,9842,"Pave","No Alley","Reg","Lvl","AllPub","FR2","Gtl","NAmes","Norm","Norm","Duplex","1Story","4","5","Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","Slab","NoBase","NoBase","NoBase","NoBase","NoBase",0,"GasA","TA","Y","SBrkr",1224,"0","0","2","0","2","2","TA","6","Typ","0","NoFirePlc","CarPort","Unf","2",462,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"3","2007","WD","Normal",101800,"57","57"
"1234",1234,"20","RL",69,12160,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","5","Hip","CompShg","Plywood","Plywood","BrkFace",180,"TA","TA","CBlock","TA","TA","No","Rec","Unf",1188,"GasA","Fa","Y","SBrkr",1188,"1","0","1","0","3","1","TA","6","Typ","0","NoFirePlc","Attchd","RFn","2",531,"TA","TA","Y",0,0,0,0,0,0,"NoPool","MnPrv","None",0,"5","2010","COD","Abnorml",142000,"60","60"
"1235",1235,"70","RH",55,8525,"Pave","No Alley","Reg","Bnk","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","2Story","5","6","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","Av","Unf","Unf",940,"GasA","TA","N","FuseA",1964,"0","0","1","1","4","1","TA","7","Typ","0","NoFirePlc","NoGarage","NoGarage","0",0,"NoGarage","NoGarage","N",0,192,0,0,0,0,"NoPool","NoFence","None",0,"11","2008","WD","Abnorml",130000,"108","69"
"1236",1236,"70","RL",96,13132,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story","5","5","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","TA","Mn","Unf","Unf",747,"GasA","Gd","Y","FuseF",1784,"0","0","1","1","4","1","TA","9","Typ","0","NoFirePlc","Detchd","Unf","1",180,"Fa","Fa","N",203,40,0,0,0,0,"NoPool","NoFence","None",0,"7","2006","WD","Normal",138887,"105","69"
"1237",1237,"160","RL",36,2628,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","2Story","7","5","Gable","CompShg","VinylSd","Wd Shng","Stone",106,"Gd","TA","PConc","Gd","TA","No","Unf","Unf",764,"GasA","Ex","Y","SBrkr",1626,"0","0","2","1","2","1","Gd","6","Typ","0","NoFirePlc","BuiltIn","RFn","2",474,"TA","TA","Y",0,27,0,0,0,0,"NoPool","NoFence","None",0,"6","2010","WD","Normal",175500,"16","16"
"1238",1238,"60","RL",41,12393,"Pave","No Alley","IR2","Lvl","AllPub","FR2","Gtl","CollgCr","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf","Unf",847,"GasA","Ex","Y","SBrkr",1948,"0","0","2","1","4","1","Gd","8","Typ","1","Gd","BuiltIn","Fin","2",434,"TA","TA","Y",100,48,0,0,0,0,"NoPool","NoFence","None",0,"9","2006","WD","Normal",195000,"15","14"
"1239",1239,"20","RL",63,13072,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story","6","5","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf","Unf",1141,"GasA","Ex","Y","SBrkr",1141,"0","0","1","1","3","1","TA","6","Typ","0","NoFirePlc","Detchd","Unf","2",484,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"3","2006","WD","Abnorml",142500,"14","14"
"1240",1240,"20","RL",64,9037,"Pave","No Alley","IR1","HLS","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story","8","5","Hip","CompShg","VinylSd","VinylSd","BrkFace",32,"Gd","TA","PConc","Gd","TA","Av","GLQ","Unf",1476,"GasA","Ex","Y","SBrkr",1484,"0","0","2","0","2","1","Ex","6","Typ","1","Gd","Attchd","RFn","2",472,"TA","TA","Y",120,33,0,0,0,0,"NoPool","NoFence","None",0,"12","2007","WD","Normal",265900,"13","13"
"1241",1241,"60","RL",65,8158,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","VinylSd","VinylSd","BrkFace",252,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf",884,"GasA","Ex","Y","SBrkr",1768,"1","0","2","1","3","1","Gd","8","Typ","0","NoFirePlc","Attchd","RFn","2",543,"TA","TA","Y",0,63,0,0,0,0,"NoPool","NoFence","None",0,"7","2008","WD","Normal",224900,"16","16"
"1242",1242,"20","RL",83,9849,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story","7","6","Hip","CompShg","VinylSd","VinylSd","Stone",0,"Gd","TA","PConc","Gd","TA","Av","Unf","Unf",1689,"GasA","Ex","Y","SBrkr",1689,"0","0","2","0","3","1","Gd","7","Typ","0","NoFirePlc","Attchd","RFn","3",954,"TA","TA","Y",0,56,0,0,0,0,"NoPool","NoFence","None",0,"6","2007","New","Partial",248328,"12","12"
"1243",1243,"85","RL",85,10625,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","SFoyer","7","6","Gable","CompShg","Plywood","Plywood","BrkFace",81,"TA","TA","CBlock","Gd","TA","Gd","GLQ","LwQ",1053,"GasA","TA","Y","SBrkr",1173,"1","0","2","0","3","1","Gd","6","Typ","2","TA","Attchd","RFn","2",528,"TA","TA","Y",0,120,0,0,0,0,"NoPool","MnPrv","None",0,"1","2010","WD","Family",170000,"45","45"
"1244",1244,"20","RL",107,13891,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story","10","5","Gable","CompShg","VinylSd","VinylSd","None",0,"Ex","TA","PConc","Ex","Gd","Gd","GLQ","Unf",2076,"GasA","Ex","Y","SBrkr",2076,"1","0","2","1","2","1","Ex","7","Typ","1","Gd","Attchd","Fin","3",850,"TA","TA","Y",216,229,0,0,0,0,"NoPool","NoFence","None",0,"9","2006","New","Partial",465000,"13","13"
"1245",1245,"70","RL",69,11435,"Pave","No Alley","IR1","HLS","AllPub","Corner","Mod","Crawfor","Norm","Norm","1Fam","2Story","8","7","Gable","CompShg","BrkFace","Stucco","None",0,"TA","TA","PConc","Gd","TA","No","Unf","Unf",792,"GasA","Fa","Y","SBrkr",1517,"0","0","1","0","3","1","Gd","7","Typ","2","Gd","Detchd","Unf","2",400,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"6","2006","WD","Normal",230000,"90","69"
"1246",1246,"80","RL",78,12090,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","SLvl","6","7","Hip","CompShg","VinylSd","VinylSd","BrkFace",74,"TA","TA","CBlock","Gd","TA","No","Unf","Unf",585,"GasA","Ex","Y","SBrkr",1868,"0","0","3","1","3","1","TA","7","Typ","1","TA","BuiltIn","Fin","2",477,"TA","TA","Y",268,112,0,0,147,0,"NoPool","NoFence","None",0,"1","2007","WD","Abnorml",178000,"35","16"
"1247",1247,"60","FV",65,8125,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf","Unf",756,"GasA","Ex","Y","SBrkr",1553,"0","0","2","1","3","1","Gd","6","Typ","0","NoFirePlc","Attchd","RFn","2",615,"TA","TA","Y",0,45,0,0,0,0,"NoPool","NoFence","None",0,"3","2006","New","Partial",186500,"14","13"
"1248",1248,"80","RL",69,12328,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","SLvl","6","5","Gable","CompShg","HdBoard","HdBoard","BrkFace",335,"TA","TA","CBlock","TA","TA","Av","GLQ","Unf",1012,"GasA","TA","Y","SBrkr",1034,"1","0","1","0","3","1","TA","6","Typ","0","NoFirePlc","Attchd","Unf","3",888,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"5","2010","WD","Normal",169900,"43","43"
"1249",1249,"75","RM",60,9600,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf","6","5","Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","BrkTil","Gd","TA","No","Rec","Unf",735,"OthW","Fa","N","SBrkr",2058,"0","0","1","1","3","1","TA","8","Typ","1","Gd","Detchd","Unf","2",396,"Fa","Fa","P",0,0,259,0,0,0,"NoPool","NoFence","None",0,"4","2008","WD","Normal",129500,"102","69"
"1250",1250,"20","RL",60,7200,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","7","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ","Rec",876,"GasA","TA","Y","SBrkr",988,"0","0","1","0","3","1","TA","6","Typ","0","NoFirePlc","Attchd","Unf","1",276,"TA","TA","Y",0,80,0,0,0,0,"NoPool","NoFence","None",0,"5","2007","WD","Normal",119000,"69","69"
"1251",1251,"20","RL",93,11160,"Pave","No Alley","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story","7","5","Hip","CompShg","BrkFace","BrkFace","None",0,"Gd","TA","CBlock","TA","TA","No","ALQ","Unf",2110,"GasA","Ex","Y","SBrkr",2110,"1","0","2","1","3","1","Ex","8","Typ","2","TA","Attchd","Fin","2",522,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"4","2010","WD","Normal",244000,"51","51"
"1252",1252,"120","RL",69,3136,"Pave","No Alley","IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story","7","5","Gable","CompShg","VinylSd","Wd Shng","Stone",163,"Gd","TA","PConc","Gd","TA","No","Unf","Unf",1405,"GasA","Ex","Y","SBrkr",1405,"0","0","2","0","2","1","Gd","6","Typ","1","Gd","Attchd","RFn","2",478,"TA","TA","Y",148,36,0,0,0,0,"NoPool","NoFence","None",0,"3","2006","WD","Normal",171750,"16","16"
"1253",1253,"20","RL",62,9858,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story","5","6","Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ","Unf",864,"GasA","TA","Y","SBrkr",874,"1","0","1","0","3","1","TA","5","Typ","0","NoFirePlc","Attchd","RFn","1",288,"TA","TA","Y",33,0,0,0,0,0,"NoPool","GdWo","Shed",600,"11","2009","WD","Normal",130000,"51","51"
"1254",1254,"60","RL",69,17542,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","Veenker","Norm","Norm","1Fam","2Story","7","7","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","CBlock","TA","TA","Gd","LwQ","ALQ",1192,"GasA","TA","Y","SBrkr",2167,"1","0","2","1","3","1","Gd","9","Typ","2","Gd","Attchd","RFn","2",518,"TA","TA","Y",220,47,0,0,0,0,"NoPool","MnPrv","None",0,"7","2007","WD","Normal",294000,"45","16"
"1255",1255,"60","RL",60,6931,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","VinylSd","VinylSd","Stone",92,"Gd","TA","PConc","Gd","TA","No","Unf","Unf",746,"GasA","Ex","Y","SBrkr",1656,"0","0","2","1","3","1","Gd","7","Typ","1","Gd","BuiltIn","Fin","2",397,"TA","TA","Y",178,128,0,0,0,0,"NoPool","NoFence","None",0,"7","2008","WD","Normal",165400,"16","15"
"1256",1256,"50","RM",52,6240,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","6","6","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Fa","No","LwQ","Unf",884,"GasA","TA","Y","FuseA",1367,"0","0","1","0","3","1","TA","6","Typ","1","Gd","Detchd","Unf","1",560,"TA","TA","Y",0,0,0,0,120,0,"NoPool","NoFence","None",0,"11","2007","WD","Normal",127500,"88","69"
